domain,temp,atemp,hum,windspeed,cnt
1,0.56,0.5303,0.78,0.2537,0.4925234252932958
1,0.56,0.5303,0.83,0.1045,0.4862489853378283
1,0.54,0.5152,0.88,0.0,0.4421497682967989
1,0.54,0.5152,0.88,0.0,0.39313453100402973
1,0.56,0.5303,0.83,0.0,0.34605541471154166
1,0.54,0.5152,0.88,0.2239,0.2657524417321346
1,0.52,0.5,0.94,0.1045,0.19721707641656394
1,0.52,0.5,0.94,0.1343,0.11970622518484196
1,0.5,0.4848,1.0,0.0896,0.11535180490384721
1,0.5,0.4848,0.94,0.1642,0.06398566881509839
1,0.5,0.4848,1.0,0.1343,0.07836611972385249
1,0.5,0.4848,0.93,0.194,0.14660958536878185
1,0.52,0.5,0.88,0.1642,0.326264173878472
1,0.52,0.5,0.83,0.2836,0.5276393421008814
1,0.56,0.5303,0.73,0.2985,0.6350396307719482
1,0.6,0.5909,0.69,0.194,0.44560861971600096
1,0.62,0.6061,0.65,0.0896,0.33858033431378254
1,0.64,0.6212,0.57,0.0,0.435149593685137
1,0.66,0.6212,0.54,0.0896,0.46251504166527657
1,0.68,0.6364,0.51,0.0,0.4680148192459047
1,0.68,0.6364,0.51,0.0,0.44445866007061974
1,0.72,0.6667,0.51,0.0,0.41095539881568965
1,0.6,0.5758,0.78,0.2537,0.4809577616328935
1,0.58,0.5455,0.88,0.2239,0.5295756397716087
1,0.58,0.5455,0.83,0.194,0.6809289819087415
1,0.58,0.5455,0.83,0.2537,0.5614719651559551
1,0.58,0.5455,0.83,0.0,0.4501790841197701
1,0.58,0.5455,0.83,0.0,0.42563697825366265
1,0.56,0.5303,0.88,0.0896,0.36054093330087456
1,0.56,0.5303,0.88,0.0896,0.2415406028920298
1,0.56,0.5303,0.88,0.0,0.17812856328027454
1,0.56,0.5303,0.88,0.0,0.11535180490384721
1,0.56,0.5303,0.88,0.0,0.09048940063582536
1,0.54,0.5152,0.94,0.2537,0.06398566881509839
1,0.54,0.5152,0.94,0.2537,0.06398566881509839
1,0.52,0.5,0.94,0.2537,0.15005969470659003
1,0.52,0.5,0.94,0.2537,0.2239498408528444
1,0.52,0.5,0.94,0.2537,0.39313453100402973
1,0.52,0.5,0.94,0.2985,0.5959604721286603
1,0.54,0.5152,0.88,0.2537,0.46029673131554477
1,0.54,0.5152,0.88,0.2537,0.326264173878472
1,0.56,0.5303,0.83,0.4179,0.3647744357075373
1,0.56,0.5303,0.83,0.4179,0.395729506575661
1,0.56,0.5303,0.88,0.3284,0.41958208969135535
1,0.62,0.5909,0.73,0.4627,0.43397192009496527
1,0.62,0.6061,0.69,0.4478,0.46362021657824776
1,0.62,0.6061,0.61,0.3284,0.5448183380672594
1,0.62,0.6061,0.65,0.4179,0.7862690620080595
1,0.6,0.5909,0.69,0.2985,0.7009278833416849
1,0.6,0.5909,0.69,0.2537,0.5976754698385015
1,0.58,0.5455,0.83,0.4179,0.5382027789972553
1,0.54,0.5152,0.88,0.2537,0.42201447000857956
1,0.54,0.5152,0.88,0.2836,0.3167129022253887
1,0.54,0.5152,0.88,0.2537,0.23941245036968392
1,0.54,0.5152,0.88,0.2239,0.15343224377184825
1,0.54,0.5152,0.88,0.2537,0.1108264293440259
1,0.52,0.5,0.94,0.2239,0.07836611972385249
1,0.52,0.5,0.94,0.2985,0.09597850322264759
1,0.52,0.5,0.94,0.2985,0.05541321467201295
1,0.52,0.5,1.0,0.2239,0.09597850322264759
1,0.52,0.5,1.0,0.1343,0.32152400656298624
1,0.54,0.5152,0.88,0.194,0.5295756397716087
1,0.56,0.5303,0.88,0.2836,0.6809289819087415
1,0.56,0.5303,0.83,0.2537,0.4547036107099112
1,0.54,0.5152,0.88,0.2836,0.3293863902219695
1,0.54,0.5152,0.94,0.0896,0.15343224377184825
1,0.56,0.5303,0.94,0.2985,0.23509835917155747
1,0.56,0.5303,0.83,0.3284,0.35337240599447123
1,0.58,0.5455,0.78,0.2836,0.37583070733135043
1,0.6,0.5758,0.78,0.2537,0.4134385356042906
1,0.6,0.5909,0.73,0.194,0.5485628380669675
1,0.6,0.5909,0.69,0.1343,0.7604609925481438
1,0.6,0.5909,0.73,0.2239,0.7074685651862663
1,0.56,0.5303,0.88,0.1343,0.582058606228749
1,0.56,0.5303,0.88,0.1343,0.46692004623955474
1,0.52,0.5,0.88,0.0,0.2949593591352094
1,0.52,0.5,0.83,0.0,0.34605541471154166
1,0.52,0.5,0.94,0.0896,0.245741623971811
1,0.52,0.5,0.94,0.1045,0.1722866859320158
1,0.5,0.4848,0.94,0.0,0.07836611972385249
1,0.5,0.4848,0.94,0.0,0.12390771485840968
1,0.48,0.4697,1.0,0.0,0.06398566881509839
1,0.48,0.4697,0.94,0.0,0.07153815252817422
1,0.48,0.4697,0.94,0.0,0.163132086939236
1,0.5,0.4848,0.94,0.0,0.3246918072621682
1,0.5,0.4848,1.0,0.0,0.5128841521544782
1,0.52,0.5,0.88,0.0,0.7060203168605395
1,0.54,0.5152,0.88,0.0896,0.47019671834311494
1,0.54,0.5152,0.83,0.0,0.3647744357075373
1,0.54,0.5152,0.88,0.1642,0.4097081868383077
1,0.58,0.5455,0.78,0.1045,0.4146745280048548
1,0.58,0.5455,0.64,0.2537,0.432791041933035
1,0.54,0.5152,0.73,0.194,0.4292289151690453
1,0.56,0.5303,0.78,0.1642,0.4386636447719669
1,0.58,0.5455,0.64,0.194,0.5559761855830849
1,0.56,0.5303,0.78,0.1642,0.7482494069664128
1,0.6,0.6212,0.55,0.1642,0.7246218086760894
1,0.58,0.5455,0.6,0.1343,0.6478055232134364
1,0.54,0.5152,0.77,0.2836,0.5372510492004083
1,0.54,0.5152,0.77,0.2836,0.46251504166527657
1,0.5,0.4848,0.82,0.2985,0.28435853217528084
1,0.48,0.4697,0.94,0.0,0.27146820190747606
1,0.46,0.4545,0.94,0.0896,0.2216528586880518
1,0.46,0.4545,1.0,0.0,0.159964172037746
1,0.44,0.4394,1.0,0.0896,0.09048940063582536
1,0.44,0.4394,1.0,0.0,0.07153815252817422
1,0.44,0.4394,0.94,0.0896,0.07153815252817422
1,0.44,0.4394,0.94,0.1045,0.16929016715689127
1,0.46,0.4545,0.88,0.1045,0.34605541471154166
1,0.5,0.4848,0.77,0.1642,0.5714102936102985
1,0.54,0.5152,0.68,0.0,0.7274413594391802
1,0.54,0.5152,0.68,0.2239,0.4893962608177081
1,0.56,0.5303,0.64,0.194,0.3892096287445518
1,0.58,0.5455,0.6,0.194,0.4478996817056888
1,0.6,0.6212,0.56,0.2537,0.5108845961901379
1,0.6,0.6212,0.56,0.2836,0.48730033572274134
1,0.62,0.6212,0.53,0.2239,0.4490408292410459
1,0.6,0.6212,0.56,0.194,0.49769170349703945
1,0.6,0.6212,0.53,0.1642,0.5811786985355925
1,0.62,0.6212,0.53,0.0,0.7530218889246119
1,0.6,0.6212,0.56,0.1642,0.695798180129736
1,0.58,0.5455,0.64,0.0896,0.5559761855830849
1,0.58,0.5455,0.64,0.1045,0.4745304202623368
1,0.56,0.5303,0.64,0.1045,0.44675561934756725
1,0.54,0.5152,0.73,0.0,0.3944341528331279
1,0.52,0.5,0.72,0.1642,0.3430849270141714
1,0.52,0.5,0.77,0.1045,0.3167129022253887
1,0.52,0.5,0.72,0.0,0.27146820190747606
1,0.52,0.5,0.72,0.1045,0.2023404510649182
1,0.48,0.4697,0.82,0.1045,0.1394535320999379
1,0.46,0.4545,0.88,0.1343,0.08464508357844563
1,0.46,0.4545,0.88,0.1045,0.07153815252817422
1,0.5,0.4848,0.82,0.1343,0.16929016715689127
1,0.54,0.5152,0.73,0.1343,0.20979104484567768
1,0.56,0.5303,0.68,0.2836,0.3591186755545259
1,0.6,0.6061,0.64,0.2239,0.47989251611323797
1,0.62,0.6061,0.61,0.1045,0.5749816427135069
1,0.64,0.6212,0.53,0.1343,0.6540950447245912
1,0.66,0.6212,0.5,0.0,0.7103562039853174
1,0.7,0.6364,0.45,0.0,0.687659909754913
1,0.72,0.6515,0.42,0.0,0.6831799929473651
1,0.72,0.6515,0.45,0.2537,0.7196610142525472
1,0.72,0.6515,0.39,0.2537,0.6943255897379809
1,0.72,0.6515,0.42,0.1642,0.6741308517805839
1,0.7,0.6364,0.45,0.1642,0.6741308517805839
1,0.68,0.6364,0.47,0.1642,0.5550549319500621
1,0.62,0.6061,0.61,0.0,0.5038236600739967
1,0.62,0.6061,0.61,0.1045,0.48202065301017144
1,0.6,0.5909,0.69,0.1343,0.4569490742954714
1,0.58,0.5455,0.78,0.0896,0.38524474136214404
1,0.54,0.5152,0.88,0.1642,0.3661747265980835
1,0.52,0.5,0.94,0.1343,0.3167129022253887
1,0.52,0.5,0.94,0.1045,0.2638196710504407
1,0.5,0.4848,1.0,0.1045,0.1837848414944837
1,0.5,0.4848,1.0,0.0,0.1108264293440259
1,0.5,0.4848,1.0,0.1045,0.07836611972385249
1,0.52,0.5,0.94,0.1045,0.13573410095373803
1,0.54,0.5152,0.88,0.1045,0.2023404510649182
1,0.6,0.5909,0.73,0.0896,0.31018203787826465
1,0.62,0.6061,0.69,0.1045,0.43982875610634564
1,0.64,0.6061,0.65,0.1343,0.5587308325981334
1,0.7,0.6515,0.54,0.194,0.6178842627296525
1,0.72,0.6667,0.51,0.194,0.6406560097470205
1,0.66,0.6212,0.54,0.2239,0.6824304809357017
1,0.62,0.6061,0.69,0.194,0.5687170643505617
1,0.66,0.6212,0.61,0.1642,0.582058606228749
1,0.68,0.6364,0.61,0.1343,0.528608377521658
1,0.7,0.6515,0.58,0.2537,0.5596460352305127
1,0.66,0.6212,0.61,0.2239,0.6053328343378817
1,0.66,0.6212,0.61,0.194,0.5541321467201296
1,0.64,0.6061,0.65,0.1642,0.4862489853378283
1,0.62,0.5909,0.73,0.194,0.37309735682034184
1,0.6,0.5606,0.83,0.1343,0.35192117848304116
1,0.58,0.5455,0.83,0.1343,0.25793447709229594
1,0.56,0.5303,0.88,0.1343,0.20485409341915384
1,0.56,0.5303,0.88,0.1045,0.09597850322264759
1,0.56,0.5303,0.88,0.1642,0.07153815252817422
1,0.54,0.5152,0.94,0.1642,0.06398566881509839
1,0.54,0.5152,0.94,0.0,0.06398566881509839
1,0.54,0.5152,0.94,0.0,0.10610822770981287
1,0.54,0.5152,1.0,0.0,0.31346447889540996
1,0.56,0.5303,0.94,0.1045,0.491483247943622
1,0.6,0.5455,0.88,0.194,0.6470150341780362
1,0.6,0.5455,0.88,0.2239,0.4134385356042906
1,0.66,0.6212,0.74,0.2985,0.35192117848304116
1,0.68,0.6364,0.69,0.3881,0.4292289151690453
1,0.68,0.6364,0.69,0.3881,0.4569490742954714
1,0.74,0.6818,0.58,0.4179,0.4569490742954714
1,0.72,0.6818,0.62,0.5224,0.43749543059464924
1,0.72,0.6818,0.62,0.4478,0.4244329108392515
1,0.72,0.6818,0.62,0.2985,0.5343856898408237
1,0.72,0.6818,0.7,0.3881,0.6626456696613829
1,0.7,0.6667,0.74,0.2836,0.6809289819087415
1,0.7,0.6667,0.74,0.2239,0.6053328343378817
1,0.64,0.5758,0.83,0.2239,0.5632919762991018
1,0.64,0.5758,0.89,0.2239,0.4386636447719669
1,0.62,0.5455,0.94,0.2239,0.3661747265980835
1,0.62,0.5606,0.88,0.194,0.27146820190747606
1,0.6,0.5152,0.94,0.194,0.18927216084255558
1,0.6,0.5152,0.94,0.1642,0.12390771485840968
1,0.6,0.5152,0.94,0.194,0.1011702255324591
1,0.58,0.5455,0.94,0.1045,0.04524470031791268
1,0.6,0.5455,0.88,0.1045,0.06398566881509839
1,0.58,0.5455,0.94,0.2537,0.15673223944770498
1,0.58,0.5455,0.94,0.194,0.33858033431378254
1,0.64,0.5909,0.78,0.194,0.5669144700716883
1,0.62,0.5758,0.83,0.2239,0.6664960545930688
1,0.64,0.6061,0.73,0.194,0.37583070733135043
1,0.7,0.6515,0.61,0.3284,0.3324792880320777
1,0.74,0.6667,0.51,0.2239,0.4232254178922282
1,0.76,0.6818,0.45,0.3881,0.4171355260378896
1,0.78,0.697,0.46,0.2537,0.4409907891912076
1,0.78,0.697,0.46,0.2836,0.395729506575661
1,0.74,0.6818,0.55,0.4179,0.4386636447719669
1,0.66,0.6212,0.69,0.194,0.5324668840404962
1,0.7,0.6515,0.61,0.1045,0.7489330520674177
1,0.7,0.6515,0.7,0.194,0.7597877201783924
1,0.66,0.6212,0.74,0.194,0.602791187698731
1,0.66,0.6212,0.74,0.0896,0.535342513686408
1,0.64,0.5909,0.78,0.0896,0.43982875610634564
1,0.62,0.5606,0.88,0.2239,0.3798938600891962
1,0.66,0.6212,0.74,0.1642,0.25991101540008843
1,0.6,0.5606,0.83,0.2239,0.18927216084255558
1,0.58,0.5455,0.83,0.194,0.09048940063582536
1,0.56,0.5303,0.94,0.0,0.09048940063582536
1,0.54,0.5152,1.0,0.1343,0.09597850322264759
1,0.54,0.5152,1.0,0.1045,0.05541321467201295
1,0.56,0.5303,0.88,0.0896,0.159964172037746
1,0.56,0.5303,0.94,0.0896,0.34605541471154166
1,0.62,0.5909,0.73,0.1343,0.5660110201429247
1,0.64,0.6061,0.69,0.2239,0.7372248719154331
1,0.68,0.6364,0.65,0.0896,0.4893962608177081
1,0.7,0.6515,0.61,0.0896,0.371723144575229
1,0.74,0.6667,0.51,0.0896,0.37854432168511115
1,0.74,0.6818,0.55,0.1343,0.46362021657824776
1,0.74,0.6818,0.55,0.1343,0.4547036107099112
1,0.74,0.6818,0.55,0.1642,0.4146745280048548
1,0.76,0.697,0.52,0.2537,0.43160693289618646
1,0.74,0.6667,0.51,0.2836,0.5532078222288892
1,0.74,0.6667,0.51,0.2239,0.7843139763581591
1,0.72,0.6667,0.58,0.2239,0.7274413594391802
1,0.7,0.6515,0.61,0.1343,0.643843372753568
1,0.7,0.6515,0.61,0.1642,0.5899187182704188
1,0.66,0.6212,0.69,0.1343,0.491483247943622
1,0.66,0.6212,0.69,0.2537,0.42201447000857956
1,0.64,0.6061,0.73,0.1343,0.29668934088517956
1,0.64,0.6061,0.73,0.1343,0.21461445758452266
1,0.64,0.6061,0.73,0.1343,0.12797133763019677
1,0.62,0.5758,0.83,0.1045,0.11970622518484196
1,0.6,0.5455,0.88,0.0896,0.06398566881509839
1,0.6,0.5455,0.88,0.0,0.04524470031791268
1,0.6,0.5455,0.88,0.0896,0.16623964401603886
1,0.6,0.5,1.0,0.0896,0.3167129022253887
1,0.62,0.5455,0.94,0.2537,0.5410479236450825
1,0.66,0.6061,0.83,0.1642,0.7074685651862663
1,0.72,0.6818,0.7,0.1642,0.47019671834311494
1,0.7,0.6667,0.74,0.2836,0.38257865575633926
1,0.74,0.697,0.66,0.2239,0.4046809021298364
1,0.78,0.7424,0.59,0.3284,0.44560861971600096
1,0.82,0.7727,0.52,0.2836,0.4490408292410459
1,0.82,0.7727,0.52,0.2836,0.43982875610634564
1,0.82,0.7576,0.46,0.2836,0.3798938600891962
1,0.8,0.7424,0.49,0.3582,0.545756871645057
1,0.8,0.7273,0.46,0.2836,0.7110762814170212
1,0.8,0.7273,0.46,0.3284,0.6994660926299407
1,0.78,0.697,0.46,0.3284,0.6220117920072822
1,0.72,0.6667,0.58,0.1642,0.5740908882782361
1,0.72,0.6818,0.62,0.0896,0.47775489962389356
1,0.7,0.6515,0.65,0.1343,0.4292289151690453
1,0.7,0.6515,0.65,0.194,0.3035106765973773
1,0.68,0.6364,0.69,0.2537,0.2657524417321346
1,0.7,0.6515,0.58,0.2985,0.2262235015895634
1,0.68,0.6364,0.61,0.2239,0.13573410095373803
1,0.66,0.6212,0.65,0.0896,0.1108264293440259
1,0.64,0.6061,0.69,0.1343,0.08464508357844563
1,0.64,0.6061,0.65,0.2836,0.17812856328027454
1,0.64,0.6061,0.69,0.0896,0.2879355096679428
1,0.64,0.6061,0.73,0.1642,0.5048384116762383
1,0.66,0.6212,0.74,0.2836,0.6540950447245912
1,0.7,0.6515,0.65,0.2836,0.48202065301017144
1,0.72,0.6667,0.54,0.3881,0.395729506575661
1,0.74,0.6818,0.55,0.3284,0.4121988370546324
1,0.76,0.697,0.55,0.2985,0.49871893204811657
1,0.74,0.6818,0.58,0.194,0.46251504166527657
1,0.76,0.697,0.55,0.2537,0.49459721730868894
1,0.78,0.7121,0.49,0.2836,0.6036395923236608
1,0.76,0.697,0.55,0.3881,0.6548769876753144
1,0.74,0.6818,0.58,0.3881,0.7089138548748868
1,0.72,0.6818,0.62,0.2985,0.6390563667769195
1,0.6,0.5758,0.78,0.2537,0.5343856898408237
1,0.62,0.5909,0.73,0.2239,0.38391401289059035
1,0.6,0.5606,0.83,0.1045,0.39313453100402973
1,0.6,0.5758,0.78,0.1343,0.3798938600891962
1,0.58,0.5455,0.88,0.1343,0.36054093330087456
1,0.58,0.5455,0.88,0.1343,0.31018203787826465
1,0.58,0.5455,0.88,0.194,0.2372652101311684
1,0.56,0.5303,0.94,0.194,0.2216528586880518
1,0.56,0.5303,0.88,0.2239,0.12390771485840968
1,0.56,0.5303,0.88,0.2537,0.06398566881509839
1,0.56,0.5303,0.88,0.2239,0.08464508357844563
1,0.58,0.5455,0.83,0.2537,0.1394535320999379
1,0.6,0.5606,0.83,0.2537,0.2262235015895634
1,0.62,0.5909,0.78,0.194,0.3231117890912433
1,0.64,0.6061,0.73,0.2537,0.42563697825366265
1,0.7,0.6515,0.65,0.2239,0.5315048834642692
1,0.7,0.6515,0.65,0.2239,0.5976754698385015
1,0.72,0.6667,0.58,0.2537,0.6053328343378817
1,0.72,0.6818,0.62,0.2239,0.6277447407745544
1,0.74,0.6818,0.58,0.2239,0.6252941989254546
1,0.74,0.6818,0.55,0.2239,0.61871197142321
1,0.76,0.697,0.55,0.2836,0.6414543353025243
1,0.74,0.6818,0.55,0.2985,0.5907856088457492
1,0.72,0.6818,0.62,0.2537,0.6277447407745544
1,0.7,0.6515,0.65,0.194,0.5078705014706738
1,0.7,0.6515,0.65,0.2239,0.4478996817056888
1,0.66,0.6212,0.74,0.2985,0.4535767103139243
1,0.66,0.6061,0.78,0.2239,0.4059435601189494
1,0.64,0.5758,0.83,0.194,0.3576907626408711
1,0.64,0.5758,0.83,0.2239,0.2914685928785393
1,0.62,0.5606,0.88,0.1642,0.25991101540008843
1,0.62,0.5606,0.88,0.1045,0.24987202456289637
1,0.62,0.5606,0.88,0.1045,0.163132086939236
1,0.6,0.5455,0.88,0.0896,0.15343224377184825
1,0.6,0.5152,0.94,0.1642,0.07836611972385249
1,0.62,0.5606,0.88,0.194,0.12390771485840968
1,0.62,0.5606,0.88,0.2537,0.17523197083542122
1,0.62,0.5606,0.88,0.2239,0.31346447889540996
1,0.62,0.5455,0.94,0.2537,0.3944341528331279
1,0.66,0.6061,0.83,0.2239,0.5068618202337248
1,0.66,0.6061,0.83,0.2836,0.5714102936102985
1,0.7,0.6667,0.74,0.2239,0.6414543353025243
1,0.72,0.6818,0.7,0.2836,0.6540950447245912
1,0.74,0.697,0.7,0.2836,0.5993855605147084
1,0.74,0.697,0.7,0.2985,0.6203640757565293
1,0.74,0.697,0.7,0.2836,0.6078638537434348
1,0.74,0.697,0.7,0.2836,0.6261121118963079
1,0.72,0.697,0.74,0.2836,0.5794148744420248
1,0.72,0.697,0.74,0.2537,0.5419929862406744
1,0.7,0.6667,0.79,0.194,0.47345071369776304
1,0.68,0.6364,0.83,0.1642,0.4841394353233475
1,0.66,0.5909,0.89,0.1343,0.4183605962998137
1,0.66,0.5909,0.89,0.1642,0.371723144575229
1,0.64,0.5606,0.94,0.194,0.3246918072621682
1,0.64,0.5606,0.94,0.1343,0.28435853217528084
1,0.64,0.5606,0.94,0.194,0.21461445758452266
1,0.64,0.5606,0.94,0.194,0.13573410095373803
1,0.62,0.5455,0.94,0.1642,0.07836611972385249
1,0.62,0.5455,0.94,0.1045,0.08464508357844563
1,0.64,0.5606,0.94,0.0896,0.12797133763019677
1,0.64,0.5606,0.94,0.0,0.17812856328027454
1,0.66,0.5909,0.89,0.1045,0.31018203787826465
1,0.72,0.697,0.74,0.0896,0.36195760254330145
1,0.8,0.7576,0.55,0.2537,0.5247214984850196
1,0.82,0.7727,0.52,0.0,0.5731987496066834
1,0.86,0.803,0.47,0.1045,0.612058961175281
1,0.86,0.7879,0.44,0.0896,0.5985311259242099
1,0.88,0.803,0.39,0.0,0.5785309458198744
1,0.88,0.803,0.39,0.2537,0.5641997802342505
1,0.88,0.7879,0.37,0.2836,0.5623827069794367
1,0.86,0.7879,0.41,0.2239,0.5578141283997516
1,0.86,0.7879,0.41,0.1642,0.5048384116762383
1,0.52,0.5,0.48,0.1045,0.47989251611323797
1,0.76,0.7121,0.58,0.0,0.4925234252932958
1,0.74,0.697,0.7,0.1343,0.39052231250070807
1,0.72,0.697,0.74,0.1642,0.3293863902219695
1,0.7,0.6667,0.84,0.1045,0.2216528586880518
1,0.7,0.6667,0.79,0.0896,0.1722866859320158
1,0.68,0.6364,0.89,0.0896,0.13190983552522034
1,0.66,0.5909,0.94,0.1343,0.1108264293440259
1,0.64,0.5606,0.94,0.0,0.06398566881509839
1,0.66,0.6061,0.83,0.0896,0.05541321467201295
1,0.66,0.6061,0.83,0.0896,0.163132086939236
1,0.68,0.6364,0.79,0.0896,0.3340149973036333
1,0.74,0.697,0.66,0.1045,0.4904408644839691
1,0.78,0.7424,0.59,0.1343,0.6446377510603291
1,0.8,0.7576,0.55,0.1343,0.4232254178922282
1,0.82,0.7879,0.56,0.1343,0.3340149973036333
1,0.86,0.803,0.47,0.0,0.3293863902219695
1,0.86,0.803,0.47,0.1343,0.40720230286121406
1,0.9,0.8333,0.39,0.1642,0.38789250270409065
1,0.9,0.8182,0.37,0.0,0.37854432168511115
1,0.9,0.8182,0.37,0.1642,0.4232254178922282
1,0.9,0.8333,0.39,0.1343,0.5048384116762383
1,0.84,0.803,0.53,0.2239,0.7117956303935052
1,0.84,0.803,0.53,0.194,0.6533121658746577
1,0.78,0.7424,0.62,0.1045,0.5401012073928609
1,0.78,0.7424,0.62,0.1045,0.5068618202337248
1,0.76,0.7273,0.66,0.1045,0.46362021657824776
1,0.74,0.697,0.7,0.1642,0.4034142921305458
1,0.72,0.697,0.79,0.0896,0.24987202456289637
1,0.7,0.6667,0.79,0.1642,0.18654867841017092
1,0.7,0.6667,0.84,0.2537,0.13190983552522034
1,0.7,0.6667,0.79,0.1642,0.05541321467201295
1,0.68,0.6364,0.89,0.194,0.07836611972385249
1,0.68,0.6364,0.89,0.2239,0.06398566881509839
1,0.66,0.5909,0.89,0.0896,0.14660958536878185
1,0.68,0.6364,0.89,0.0896,0.36195760254330145
1,0.7,0.6667,0.79,0.1642,0.539152828772879
1,0.72,0.697,0.79,0.194,0.6816801448309201
1,0.74,0.7121,0.74,0.2239,0.46029673131554477
1,0.76,0.7424,0.75,0.2537,0.3430849270141714
1,0.82,0.803,0.59,0.2239,0.33858033431378254
1,0.86,0.8333,0.53,0.0,0.41590684729813954
1,0.9,0.8182,0.37,0.194,0.39702063400791276
1,0.9,0.8182,0.37,0.2537,0.38524474136214404
1,0.9,0.8333,0.39,0.2985,0.3944341528331279
1,0.86,0.803,0.47,0.2985,0.5217873384934496
1,0.86,0.803,0.47,0.2985,0.7052950775146724
1,0.82,0.7879,0.56,0.3881,0.5623827069794367
1,0.74,0.7121,0.79,0.1642,0.5198220308001769
1,0.74,0.7121,0.79,0.2537,0.5118853505207871
1,0.74,0.697,0.7,0.2836,0.4409907891912076
1,0.74,0.697,0.66,0.1343,0.3633687486456746
1,0.74,0.6667,0.51,0.1642,0.2657524417321346
1,0.74,0.6515,0.4,0.3582,0.2073372640024274
1,0.72,0.6515,0.38,0.1045,0.12390771485840968
1,0.7,0.6364,0.39,0.0,0.07836611972385249
1,0.66,0.6212,0.44,0.1045,0.06398566881509839
1,0.66,0.6212,0.41,0.194,0.05541321467201295
1,0.66,0.6212,0.39,0.2239,0.17812856328027454
1,0.66,0.6212,0.39,0.1343,0.34008849471492214
1,0.7,0.6364,0.34,0.2537,0.5578141283997516
1,0.7,0.6364,0.32,0.2985,0.6913709993565534
1,0.72,0.6364,0.26,0.3582,0.47989251611323797
1,0.72,0.6515,0.28,0.4925,0.377189954832591
1,0.74,0.6515,0.28,0.3881,0.41095539881568965
1,0.76,0.6667,0.25,0.4627,0.48730033572274134
1,0.8,0.6818,0.24,0.3582,0.4558277251836041
1,0.78,0.6667,0.24,0.3284,0.435149593685137
1,0.8,0.6818,0.21,0.3881,0.4386636447719669
1,0.8,0.6818,0.22,0.4925,0.5705139631861595
1,0.76,0.6515,0.2,0.5224,0.7651573115126785
1,0.74,0.6515,0.22,0.3881,0.7330479268439093
1,0.72,0.6364,0.23,0.2985,0.6228340154885083
1,0.7,0.6364,0.24,0.194,0.5873103692303815
1,0.66,0.6212,0.31,0.194,0.5038236600739967
1,0.64,0.6212,0.33,0.2537,0.3983075762290668
1,0.62,0.6212,0.35,0.2239,0.33858033431378254
1,0.62,0.6212,0.38,0.2836,0.2638196710504407
1,0.6,0.6212,0.38,0.3582,0.15005969470659003
1,0.56,0.5303,0.43,0.2239,0.1108264293440259
1,0.54,0.5152,0.49,0.2239,0.07153815252817422
1,0.52,0.5,0.48,0.3284,0.07836611972385249
1,0.52,0.5,0.48,0.3582,0.16929016715689127
1,0.54,0.5152,0.45,0.2985,0.3293863902219695
1,0.54,0.5152,0.45,0.2537,0.5324668840404962
1,0.56,0.5303,0.43,0.3284,0.7168108604236473
1,0.58,0.5455,0.4,0.1642,0.4851953568292247
1,0.62,0.6212,0.33,0.2537,0.4059435601189494
1,0.64,0.6212,0.31,0.3284,0.4433057173761036
1,0.66,0.6212,0.27,0.2836,0.5148759427649302
1,0.68,0.6212,0.26,0.2537,0.5038236600739967
1,0.7,0.6364,0.28,0.2836,0.4956308594336387
1,0.7,0.6364,0.28,0.2836,0.46582270031302586
1,0.72,0.6364,0.26,0.3284,0.5976754698385015
1,0.72,0.6364,0.25,0.2836,0.7557354901109951
1,0.7,0.6364,0.24,0.2985,0.7597877201783924
1,0.68,0.6212,0.26,0.2836,0.6326173474468478
1,0.64,0.6212,0.29,0.1642,0.5476291134103967
1,0.64,0.6212,0.29,0.1045,0.5028068605308895
1,0.62,0.6212,0.35,0.0,0.4183605962998137
1,0.58,0.5455,0.46,0.1045,0.4183605962998137
1,0.56,0.5303,0.52,0.0,0.3085277218806834
1,0.54,0.5152,0.64,0.1045,0.31018203787826465
1,0.54,0.5152,0.56,0.194,0.245741623971811
1,0.52,0.5,0.59,0.1045,0.13573410095373803
1,0.52,0.5,0.59,0.0896,0.12390771485840968
1,0.5,0.4848,0.64,0.0,0.09048940063582536
1,0.54,0.5152,0.6,0.0,0.16929016715689127
1,0.56,0.5303,0.56,0.0,0.29840929350191353
1,0.6,0.6212,0.46,0.0896,0.3576907626408711
1,0.62,0.6212,0.43,0.1343,0.47882490073936784
1,0.64,0.6212,0.38,0.1045,0.569616222326006
1,0.66,0.6212,0.36,0.1343,0.6145622802574615
1,0.7,0.6364,0.32,0.1642,0.6556579980753097
1,0.74,0.6515,0.28,0.1343,0.6831799929473651
1,0.74,0.6515,0.33,0.2239,0.6794241646397466
1,0.74,0.6515,0.27,0.4179,0.6430480131259725
1,0.72,0.6515,0.3,0.1343,0.6710873560936013
1,0.72,0.6515,0.34,0.2537,0.5933786817703591
1,0.74,0.6515,0.3,0.1642,0.5907856088457492
1,0.7,0.6364,0.39,0.0896,0.5401012073928609
1,0.7,0.6515,0.48,0.0896,0.49459721730868894
1,0.66,0.6212,0.47,0.1045,0.435149593685137
1,0.64,0.6212,0.57,0.2239,0.4409907891912076
1,0.64,0.6212,0.57,0.0,0.39183059861926245
1,0.64,0.6212,0.57,0.0896,0.34008849471492214
1,0.64,0.6212,0.61,0.1642,0.31346447889540996
